id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
816717422024597733,https://www.airbnb.com/rooms/816717422024597733,20250621143203,2025-06-21,city scrape,15 Mi to Downtown Minneapolis: Retreat on 5 Acres,"Great for Groups | Screened-In Porch | Lake Access | Near Ski Trails<br /><br />Relax in this Hopkins vacation rental, offering secluded splendor for the family on its own cul-de-sac. This vintage-style 4-bedroom, 2.5-bath space invites you to enjoy the picture windows perfect for spotting deer, 2 fireplaces, a rec room, and a deck. This home is nestled near Hopkins Pavilion, Valley Park, and Three Rivers Park for easy access to ice fishing and snowshoeing on scenic trails!","- Secluded location  <br />- 0.6 miles to Lone Lake Park - cross-country skiing, lake, walking trails  <br />- 0.7 miles to Shady Oak Lake - kayak rentals, fishing pier, swimming area  <br />- 15 miles to Minneapolis attractions, nightlife, dining & shopping  <br />- 14 miles to Minneapolis−Saint Paul International Airport",https://a0.muscache.com/pictures/prohost-api/Hosting-816717422024597733/original/38b07987-8fb5-4b5f-9874-8c816be2dc31.jpeg,456378235,https://www.airbnb.com/users/show/456378235,Evolve,2022-04-27,,"",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/User-456378235/original/55832f03-2106-4403-b619-e732983b40a6.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-456378235/original/55832f03-2106-4403-b619-e732983b40a6.png?aki_policy=profile_x_medium,Prudenville,1215,2033,"['email', 'phone']",t,f,Neighborhood highlights,Hennepin,,44.90389,-93.43286,Entire home,Entire home/apt,12,2.5,2.5 baths,4,8,"[""Books and reading material"", ""Essentials"", ""Piano"", ""Central heating"", ""Central air conditioning"", ""Wifi"", ""Hangers"", ""BBQ grill: charcoal, gas"", ""Ceiling fan"", ""Indoor fireplace"", ""Long term stays allowed"", ""Iron"", ""Coffee"", ""Microwave"", ""Cooking basics"", ""Washer"", ""Board games"", ""Bed linens"", ""Dishes and silverware"", ""Coffee maker"", ""Patio or balcony"", ""Lake access"", ""Fire extinguisher"", ""Dedicated workspace"", ""Outdoor furniture"", ""Toaster"", ""Kitchen"", ""Private entrance"", ""Free parking on premises"", ""Hair dryer"", ""Fire pit"", ""Smoke alarm"", ""Oven"", ""Shampoo"", ""Carbon monoxide alarm"", ""TV with DVD player"", ""Bathtub"", ""Private backyard"", ""Pack \u2019n play/Travel crib"", ""Dishwasher"", ""Dryer"", ""Refrigerator"", ""Outdoor playground"", ""First aid kit"", ""Hot water""]",$275.00,2,1125,2,5,1125,1125,2.6,1125.0,,t,6,17,29,300,2025-06-21,7,3,0,129,3,18,4950,2023-06-11,2025-01-26,5.0,4.86,4.43,4.71,4.86,5.0,4.86,,t,85,85,0,0,0.28
817912714584432068,https://www.airbnb.com/rooms/817912714584432068,20250621143203,2025-06-22,city scrape,8 Mi to Downtown: Convenient Minneapolis Home,"Easy Access to Highway 169 | Pet Friendly w/ Fee | 22 Mi to The Ice Palace Minnesota<br /><br />Discover the best of the Twin Cities from the comfort of this charming 3-bedroom, 2-bath Minneapolis vacation rental! Explore miles of biking trails at Medicine Lake, shop ‘til you drop at the Mall of America, or catch the Saint Paul Winter Carnival. When the sun sets over Golden Valley, whip up a meal in your full kitchen and share quality time around the fire pit!",- 1 mile to Medicine Lake <br />- 8 miles to Walker Art Center <br />- 9 miles to Target Field <br />- 11 miles to U.S. Bank Stadium <br />- 18 miles to St. Paul <br />- 14 miles to Minnehaha Regional Park <br />- 19 miles to Minneapolis−Saint Paul International Airport,https://a0.muscache.com/pictures/prohost-api/Hosting-817912714584432068/original/2088bae3-0f3a-4c49-b6e3-1d89057e42f4.jpeg,456378235,https://www.airbnb.com/users/show/456378235,Evolve,2022-04-27,,"",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/User-456378235/original/55832f03-2106-4403-b619-e732983b40a6.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-456378235/original/55832f03-2106-4403-b619-e732983b40a6.png?aki_policy=profile_x_medium,Prudenville,1215,2033,"['email', 'phone']",t,f,Neighborhood highlights,Hennepin,,44.9991,-93.4002,Entire home,Entire home/apt,5,2.0,2 baths,3,3,"[""Essentials"", ""Wifi"", ""Central air conditioning"", ""Hangers"", ""Indoor fireplace"", ""Iron"", ""Microwave"", ""Cooking basics"", ""Washer"", ""Coffee maker"", ""Bed linens"", ""Dishes and silverware"", ""TV"", ""Fire extinguisher"", ""Dedicated workspace"", ""Kitchen"", ""Private entrance"", ""Free parking on premises"", ""Hair dryer"", ""Pets allowed"", ""Fire pit"", ""Smoke alarm"", ""Oven"", ""Dining table"", ""Shampoo"", ""Self check-in"", ""Carbon monoxide alarm"", ""Private backyard"", ""Bathtub"", ""Window AC unit"", ""Dishwasher"", ""Exterior security cameras on property"", ""Dryer"", ""Keypad"", ""Refrigerator"", ""First aid kit"", ""Hot water""]",$117.00,2,1125,1,2,1125,1125,2.0,1125.0,,t,12,33,63,338,2025-06-22,9,7,0,166,6,42,4914,2023-06-13,2025-05-18,4.78,4.89,4.78,4.78,4.78,4.89,4.78,,t,85,85,0,0,0.36
817947890534135976,https://www.airbnb.com/rooms/817947890534135976,20250621143203,2025-06-22,city scrape,Quiet Stillwater Living,"Moving to town & need a place to stay or just coming for a visit? Gorgeous quiet location in the South Hill of Stillwater and within walking distance to Lakeview Hospital, downtown, Nelson's Ice Cream, and much more! 30 day minimum stay. Hit the heart to save this stay in your favorites!","Quiet. Close to Lakeview Hospital, downtown, Nelson's Ice Cream, and much more!",https://a0.muscache.com/pictures/miso/Hosting-817947890534135976/original/181071e0-7286-4331-a72d-14aba0aa0434.jpeg,499181568,https://www.airbnb.com/users/show/499181568,Stacy,2023-02-02,"Stillwater, MN","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-499181568/original/53140acd-0e31-4f8b-a6b8-8b39811eb744.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-499181568/original/53140acd-0e31-4f8b-a6b8-8b39811eb744.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,Neighborhood highlights,Washington,,45.05333,-92.81602,Entire rental unit,Entire home/apt,4,1.0,1 bath,2,2,"[""Books and reading material"", ""Essentials"", ""AC - split type ductless system"", ""Wifi"", ""Hangers"", ""Ceiling fan"", ""Free street parking"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Long term stays allowed"", ""Coffee"", ""Microwave"", ""Cooking basics"", ""Room-darkening shades"", ""Coffee maker"", ""Bed linens"", ""Dishes and silverware"", ""TV"", ""Portable fans"", ""Fire extinguisher"", ""Wine glasses"", ""Dedicated workspace"", ""Outdoor furniture"", ""Toaster"", ""Heating"", ""Kitchen"", ""Private entrance"", ""Baking sheet"", ""Shared BBQ grill: gas"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Free residential garage on premises \u2013 1 space"", ""Extra pillows and blankets"", ""Blender"", ""Shared backyard \u2013 Not fully fenced"", ""Shared patio or balcony"", ""Self check-in"", ""Carbon monoxide alarm"", ""Single oven"", ""Gas stove"", ""Exterior security cameras on property"", ""Keypad"", ""Refrigerator"", ""Clothing storage: walk-in closet, closet, and dresser"", ""First aid kit"", ""Hot water""]",$74.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,9,9,9,177,2025-06-22,3,0,0,101,2,0,0,2023-09-01,2024-06-12,5.0,5.0,4.67,5.0,5.0,5.0,5.0,,f,2,2,0,0,0.14
818863752278996328,https://www.airbnb.com/rooms/818863752278996328,20250621143203,2025-06-21,city scrape,Lino Home Away From Home,"Pet-Friendly Townhome Near Chain of Lakes – Tesla EV Charger & More!<br /><br />Enjoy all the amenities you need without the hassle of packing! This quiet 3-bedroom, 2.5-bath townhome is just ½ mile from the Chain of Lakes and offers queen beds with TVs, a full kitchen with large & small appliances, and a workstation with 3 monitors. Features include a Tesla EV charger, gym equipment, laundry room, fireplace, games, toys, baby gear & pet kennels. Garage + guest parking available. Book your stay today!",Townhome located in a quiet neighborhood with a park and hiking trails within a 1/2 mile walk. Less than 10 minutes of an easy drive to a variety of stores and easy access on/off Hwy 35W.,https://a0.muscache.com/pictures/airflow/Hosting-818863752278996328/original/a2d57e7e-02bd-4251-9f33-2671d9b54251.jpg,60100979,https://www.airbnb.com/users/show/60100979,Heather,2016-02-23,"Kasson, MN","",within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/e6055a22-9d55-4703-a8cf-4be940d9c0af.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e6055a22-9d55-4703-a8cf-4be940d9c0af.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Anoka,,45.16463299999999,-93.1219617,Entire home,Entire home/apt,6,2.5,2.5 baths,3,3,"[""Books and reading material"", ""Shower gel"", ""Essentials"", ""Stainless steel single oven"", ""Exercise equipment"", ""Central heating"", ""Central air conditioning"", ""Wifi"", ""Hangers"", ""Children\u2019s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old"", ""Ceiling fan"", ""Standalone high chair - always at the listing"", ""Gym"", ""Baby safety gates"", ""Drying rack for clothing"", ""Free street parking"", ""Indoor fireplace"", ""Body soap"", ""Cleaning products"", ""Iron"", ""Coffee"", ""Microwave"", ""Cooking basics"", ""Washer"", ""Board games"", ""Bed linens"", ""Dishes and silverware"", ""65 inch HDTV"", ""Children\u2019s dinnerware"", ""Fire extinguisher"", ""Dedicated workspace"", ""Toaster"", ""Freezer"", ""Rice maker"", ""Coffee maker: Keurig coffee machine, Nespresso"", ""Kitchen"", ""Baking sheet"", ""Free parking on premises"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Pets allowed"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Dining table"", ""Blender"", ""Shampoo"", ""Shared backyard \u2013 Not fully fenced"", ""Self check-in"", ""Carbon monoxide alarm"", ""Bathtub"", ""Private patio or balcony"", ""Dishwasher"", ""Clothing storage: closet, wardrobe, and dresser"", ""Trash compactor"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Conditioner"", ""Exterior security cameras on property"", ""Sun loungers"", ""EV charger - level 2, tesla only"", ""Refrigerator"", ""Keypad"", ""First aid kit"", ""Bidet"", ""Hot water"", ""Electric stove""]",$232.00,2,21,1,2,21,21,2.0,21.0,,t,8,20,42,129,2025-06-21,60,27,1,129,27,162,37584,2023-02-19,2025-05-28,5.0,4.98,4.97,4.98,5.0,4.93,4.9,,f,1,1,0,0,2.11
818937081945816108,https://www.airbnb.com/rooms/818937081945816108,20250621143203,2025-06-22,city scrape,The Bunkhouse at Ameritina,Escape to the country with all the convenience of the city close by- the bunkhouse can be rented just the house or can include stabling if you choice to bring your horses . Located on a 40 acre farm just a couple miles from interstate 94. You could walk to the grocery store or caribou but still have lots of privacy.  Located on the snowmobile trail and an atv route.  <br />The house offers 2+ bedrooms and one bathroom. There is a nice fire pit in the large yard.,"In the country, but close to town. You are also in Amish country, so remember watch out for buggies",https://a0.muscache.com/pictures/feaa16ea-d19e-4657-9920-7f53ed2305c6.jpg,105467974,https://www.airbnb.com/users/show/105467974,Laura,2016-11-28,"Woodville, WI","",within an hour,100%,88%,t,https://a0.muscache.com/im/pictures/user/User-105467974/original/f520b3c3-333a-414f-95cf-78adfd8d4430.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-105467974/original/f520b3c3-333a-414f-95cf-78adfd8d4430.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,St. Croix,,44.95285,-92.35851,Farm stay,Entire home/apt,5,1.0,1 bath,2,3,"[""Essentials"", ""Central heating"", ""Wifi"", ""Hangers"", ""Cleaning products"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Babysitter recommendations"", ""Cooking basics"", ""Washer"", ""Bed linens"", ""Dishes and silverware"", ""Private backyard \u2013 Not fully fenced"", ""TV"", ""Fire extinguisher"", ""Wine glasses"", ""Dedicated workspace"", ""Outdoor furniture"", ""Toaster"", ""Hot water kettle"", ""Freezer"", ""Kitchen"", ""Private entrance"", ""Baking sheet"", ""Free parking on premises"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Pets allowed"", ""Fire pit"", ""Smoke alarm"", ""Dining table"", ""Self check-in"", ""Coffee maker: drip coffee maker"", ""Carbon monoxide alarm"", ""Bathtub"", ""Single oven"", ""Private patio or balcony"", ""Dishwasher"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Gas stove"", ""Air conditioning"", ""Outdoor dining area"", ""Keypad"", ""Refrigerator"", ""First aid kit"", ""BBQ grill"", ""Hot water""]",$166.00,2,365,2,2,365,365,2.0,365.0,,t,10,21,42,131,2025-06-22,24,9,2,131,12,54,8964,2023-03-05,2025-06-15,4.96,4.96,4.88,4.96,4.96,4.96,4.88,,f,1,1,0,0,0.86
819006561343485697,https://www.airbnb.com/rooms/819006561343485697,20250621143203,2025-06-22,city scrape,"Historic Luxury 2-BR, FREE Parking!","Welcome to our unique luxury home! We are located inside the historical Pioneer Endicott Building, originally built in 1889 and fully remodeled in 2016. We have many options to help you relax whether it's playing on the private shuffleboard table, working out in the fully equipped fitness center, or soaking up the sun on the roof top deck with beautiful views of the city! <br /><br />• In-unit Washer/Dryer <br />• Dishwasher <br />• Free High-speed Internet & WIFI <br />• Secured Entry W/ unique code for each guest.",,https://a0.muscache.com/pictures/miso/Hosting-819006561343485697/original/582a85d0-9b8e-460c-9e95-e5c95a0c0034.jpeg,141708953,https://www.airbnb.com/users/show/141708953,Jade,2017-07-21,"Burnsville, MN","I grew up in Minnesota and still live here, but LOVE warm weather and try to leave winter as much as I can! I always try to give my guests the absolute best experience with their stay. I love to chat and meet new people (whenever you do too) so please always feel free to reach out, even if it's just to say hello!!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User/original/f876579f-d241-49dc-ac8d-6171079b8475.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/f876579f-d241-49dc-ac8d-6171079b8475.jpeg?aki_policy=profile_x_medium,Core,3,3,"['email', 'phone']",t,t,,Ramsey,,44.94605,-93.09031,Entire rental unit,Entire home/apt,4,2.0,2 baths,2,2,"[""Books and reading material"", ""Shower gel"", ""Essentials"", ""Crib - available upon request"", ""Central heating"", ""Central air conditioning"", ""Hangers"", ""Free parking garage on premises \u2013 1 space"", ""Ceiling fan"", ""Free street parking"", ""Drying rack for clothing"", ""City skyline view"", ""Cleaning products"", ""Single level home"", ""Clothing storage: walk-in closet and closet"", ""Life size games"", ""Iron"", ""Coffee"", ""Microwave"", ""Cooking basics"", ""Bed linens"", ""Fast wifi \u2013 237 Mbps"", ""Dishes and silverware"", ""Pool table"", ""GE stainless steel single oven"", ""Elevator"", ""Paid parking garage on premises"", ""Fire extinguisher"", ""Wine glasses"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dedicated workspace"", ""Outdoor furniture"", ""Toaster"", ""65 inch HDTV with Disney+, HBO Max, Netflix, Roku"", ""Hot water kettle"", ""GE stainless steel electric stove"", ""Freezer"", ""Rice maker"", ""Shared gym in building"", ""Kitchen"", ""Private entrance"", ""Baking sheet"", ""River view"", ""Shared BBQ grill: gas"", ""Lockbox"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Free dryer \u2013 In unit"", ""Valley view"", ""Marula Soul body soap"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Dining table"", ""Shared patio or balcony"", ""Self check-in"", ""Coffee maker: drip coffee maker"", ""Carbon monoxide alarm"", ""Barbecue utensils"", ""Bathtub"", ""Changing table - available upon request"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat, workout bench"", ""Waterfront"", ""Marula Soul shampoo"", ""Marula Soul conditioner"", ""Dishwasher"", ""Exterior security cameras on property"", ""GE refrigerator"", ""Outdoor dining area"", ""Sun loungers"", ""Room-darkening shades"", ""First aid kit"", ""Hot water""]",$186.00,2,27,2,2,1125,1125,2.0,1125.0,,t,1,9,31,47,2025-06-22,118,44,2,32,47,255,47430,2023-02-11,2025-06-07,4.97,4.96,4.95,4.78,4.98,4.77,4.96,20210000316,t,3,3,0,0,4.10
819055751006600685,https://www.airbnb.com/rooms/819055751006600685,20250621143203,2025-06-21,city scrape,1 Private Room w/ 3/4 bath.,"SHARED space. 5 min drive to Lake Waconia’s fishing/boating. 40 min to MSP and MOA. Walking distance to playground Friendly safe neighborhood in this welcoming home. 1st BR sleeps 2( full bed )   2nd room ( extra $20/night) is available upon request with a futon (for exercise equipment, smart TV and laundry. Non-smoking, free 1 car driveway space or street parking.  Camper allowed on street for overnight stay (after April) Fenced back yard.  Deck with grill as needed. Children welcome",Two playgrounds nearby. Target is less than a mile away. Sidewalks on 2 blocks over.,https://a0.muscache.com/pictures/miso/Hosting-819055751006600685/original/a74d8de4-0092-4798-a0ff-616bafbebcee.jpeg,69568903,https://www.airbnb.com/users/show/69568903,Teresa,2016-04-29,"Eden Prairie, MN",I am born and raised in Minnesota and lived in Twin Cities most of my life.  Our family enjoys fresh air and neighborhood offerings.  We like eclectic blends of cuisines and cultures and respect and honor other views.  I am very open minded and appreciate knowledge from learning other types of value systems and or cultures.  I enjoy living a natural healthy lifestyle. ,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/e40c5357-215d-45a2-aa11-ef61e59fe477.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e40c5357-215d-45a2-aa11-ef61e59fe477.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Carver,,44.83231,-93.78014,Private room in home,Private room,3,1.0,1 shared bath,1,3,"[""Exercise equipment"", ""Wifi"", ""Indoor fireplace"", ""Cleaning products"", ""Body soap"", ""Lock on bedroom door"", ""Washer"", ""Children\u2019s books and toys"", ""Board games"", ""Fire extinguisher"", ""Dedicated workspace"", ""Outdoor furniture"", ""55 inch TV with Netflix, Roku"", ""Kitchen"", ""Free parking on premises"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Clothing storage: closet"", ""Fire pit"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Shampoo"", ""Self check-in"", ""Air conditioning"", ""Outdoor dining area"", ""Keypad"", ""Refrigerator"", ""BBQ grill""]",$50.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,28,58,88,178,2025-06-21,4,2,0,178,3,12,600,2023-09-29,2024-10-06,4.5,4.25,4.25,4.5,4.25,4.75,4.25,,f,1,0,1,0,0.19
819195587406940751,https://www.airbnb.com/rooms/819195587406940751,20250621143203,2025-06-21,city scrape,Pink House Speakeasy Apartment,"Welcome to the Pink House Speakeasy! A lower-ground floor studio apartment located in a historic home. The space is stylishly designed with a few fun quirks including a reading nook & urinal.<br />Minneapolis hotspots are all within a 15 min drive--including lakes, city life, Mall of America & MSP airport.<br />The Pink House is on a quiet street near Powderhorn Park and The Greenway--a garden-lined bike trail championing community projects & art. Hop on a city bike to a bar crawl or day out on the lakes.","Powderhorn is located in South Minneapolis and is a diverse neighborhood with many historic homes. Nearby Powderhorn Park has a lake with numerous public activities year-round, as well as 3 playgrounds.",https://a0.muscache.com/pictures/miso/Hosting-819195587406940751/original/0fd856f1-e4fa-4b6b-b8f0-7919577f0089.jpeg,16668241,https://www.airbnb.com/users/show/16668241,William,2014-06-11,"Minneapolis, MN",Hi! I work as a one-person non-profit in agriculture and food. I love to travel and eating great food. ,within a day,90%,73%,f,https://a0.muscache.com/im/pictures/user/cca72514-b5c3-4ae8-8a58-4721372965b9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cca72514-b5c3-4ae8-8a58-4721372965b9.jpg?aki_policy=profile_x_medium,Powderhorn Park,1,2,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Hennepin,,44.94583,-93.26057,Entire condo,Entire home/apt,4,1.0,1 bath,1,1,"[""Books and reading material"", ""Shower gel"", ""Essentials"", ""Central heating"", ""Wifi"", ""Hangers"", ""Free street parking"", ""Drying rack for clothing"", ""Cleaning products"", ""Body soap"", ""Long term stays allowed"", ""Iron"", ""Coffee"", ""Microwave"", ""Babysitter recommendations"", ""Cooking basics"", ""Washer"", ""Bed linens"", ""Dishes and silverware"", ""Fire extinguisher"", ""Wine glasses"", ""Outdoor furniture"", ""Toaster"", ""Hot water kettle"", ""Freezer"", ""Kitchen"", ""Private entrance"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Shared backyard \u2013 Fully fenced"", ""Extra pillows and blankets"", ""Shampoo"", ""Shared patio or balcony"", ""Self check-in"", ""Coffee maker: drip coffee maker"", ""Carbon monoxide alarm"", ""Clothing storage: wardrobe"", ""Portable heater"", ""Conditioner"", ""Air conditioning"", ""Keypad"", ""Refrigerator"", ""Room-darkening shades"", ""First aid kit"", ""BBQ grill"", ""Hot water""]",$102.00,2,30,2,2,30,30,2.0,30.0,,t,21,50,80,80,2025-06-21,40,15,2,80,17,90,9180,2023-02-19,2025-06-08,4.83,4.9,4.95,4.85,4.93,4.8,4.68,STR-396776,f,1,1,0,0,1.41
819868009611504317,https://www.airbnb.com/rooms/819868009611504317,20250621143203,2025-06-22,city scrape,Good Things Farm,"Quiet, 5 acre retreat 1 hour north of the twin cities and 20 minutes from Lake Mille Lacs and many Northern Minnesota activities. Fully stocked kitchen, fiber internet, board games, and fresh air. Family and pet friendly. All proceeds from visits go toward restoring our 100 year old Swedish family barn.","The neighborhood is very quiet. You will hear lots of birds, farm equipment, and atv’s running down the main road in the summer.",https://a0.muscache.com/pictures/miso/Hosting-819868009611504317/original/ae9e677e-5c22-4403-8044-fedf324b0434.jpeg,79498287,https://www.airbnb.com/users/show/79498287,Krissandra,2016-06-23,"Minnesota, United States","",within an hour,100%,82%,f,https://a0.muscache.com/im/pictures/user/b350c162-71ca-443a-9f6e-fe37787f9697.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b350c162-71ca-443a-9f6e-fe37787f9697.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,Neighborhood highlights,Mille Lacs,,45.80712,-93.54057,Entire home,Entire home/apt,5,1.0,1 bath,3,3,"[""Books and reading material"", ""Shower gel"", ""Essentials"", ""AC - split type ductless system"", ""Wifi"", ""Hangers"", ""Ceiling fan"", ""Free street parking"", ""Drying rack for clothing"", ""Record player"", ""Body soap"", ""Clothing storage: closet and dresser"", ""Cleaning products"", ""Single level home"", ""Long term stays allowed"", ""Iron"", ""Coffee"", ""Microwave"", ""Double oven"", ""KitchenAid induction stove"", ""Cooking basics"", ""Board games"", ""Bed linens"", ""Dishes and silverware"", ""Private backyard \u2013 Not fully fenced"", ""Portable fans"", ""Fire extinguisher"", ""Wine glasses"", ""Dedicated workspace"", ""Outdoor furniture"", ""Radiant heating"", ""Toaster"", ""Hot water kettle"", ""HDTV with Disney+, Netflix, HBO Max, DVD player, Hulu, Amazon Prime Video, Fire TV"", ""Freezer"", ""Kitchen"", ""Private entrance"", ""Baking sheet"", ""Free parking on premises"", ""Lockbox"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Free dryer \u2013 In unit"", ""Pets allowed"", ""Fire pit"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Dining table"", ""Shampoo"", ""Self check-in"", ""Coffee maker: drip coffee maker"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Bathtub"", ""Barbecue utensils"", ""Private patio or balcony"", ""Heating - split type ductless system"", ""Dishwasher"", ""Portable heater"", ""Conditioner"", ""Exterior security cameras on property"", ""Outdoor dining area"", ""Refrigerator"", ""Room-darkening shades"", ""First aid kit"", ""BBQ grill"", ""Hot water""]",$149.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,8,18,25,269,2025-06-22,37,25,4,98,22,150,22350,2023-02-22,2025-06-17,4.97,4.95,4.92,5.0,5.0,4.89,5.0,,f,1,1,0,0,1.30
820134233824330202,https://www.airbnb.com/rooms/820134233824330202,20250621143203,2025-06-21,city scrape,2 Bed +Sun Porch-near Abbott with washer/dryer,"This spacious two bedroom is ideal foa long term stay, particularly if you are connected with Abbott Hospital which is within walking distance. Sunroom and living room assure you will always feel at home! <br /><br /> House is also  directly across the street from  the Greenway bike trail. <br /><br />If you prefer a house, where you have an unobstructed western view (sun porch) and a really comfortable layout for more than 1 person,   you will be quite happy here.",,https://a0.muscache.com/pictures/miso/Hosting-820134233824330202/original/89652152-921b-4814-9806-f043e077a9df.jpeg,17205812,https://www.airbnb.com/users/show/17205812,Harry,2014-06-24,"Minneapolis, MN","Hello. We are Rhonda and Harry. Rhonda loves to quilt, read books and garden. But she is also camera shy!  She is an amazing tiler and sheet rocker. She was the driving force behind our remodel and preparation for Air B&B.
I am an avid cyclist (even bike in the winter)  and have watched this city grow and change since 1982 when I first set down roots. I have many bike maps (free of course) to give you whenever you decide to visit the 2nd most bike friendly city in the U.S. 

I am an adult educator and bicycle realtor but pursue  many other interests as well.  Learning about and building trusting and positive relationships with our guests is particularly important. ",within a few hours,100%,67%,f,https://a0.muscache.com/im/users/17205812/profile_pic/1405287072/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/17205812/profile_pic/1405287072/original.jpg?aki_policy=profile_x_medium,Colony Woods,2,3,"['email', 'phone', 'work_email']",t,t,,Hennepin,,44.951093614449,-93.25781419008112,Entire rental unit,Entire home/apt,4,1.0,1 bath,2,2,"[""Shower gel"", ""Essentials"", ""Central heating"", ""Wifi"", ""Central air conditioning"", ""Hangers"", ""32 inch HDTV"", ""Free dryer \u2013 In building"", ""Cleaning products"", ""Clothing storage: closet and dresser"", ""Cooking basics"", ""Bed linens"", ""Dishes and silverware"", ""Fire extinguisher"", ""Dedicated workspace"", ""Kitchen"", ""Free washer \u2013 In building"", ""Host greets you"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Shampoo"", ""Carbon monoxide alarm"", ""Bathtub"", ""Hot water""]",$64.00,30,365,30,30,365,365,30.0,365.0,,t,0,10,40,315,2025-06-21,2,0,0,144,0,0,0,2023-03-26,2023-06-24,4.0,4.0,4.0,4.5,4.5,4.0,4.5,STR-121642,f,1,1,0,0,0.07
