Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Brazil,BRA,1974,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1782
Brazil,BRA,1973,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1782
Brazil,BRA,1972,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1971,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1782
Brazil,BRA,1970,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1782
Brazil,BRA,1969,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1782
Brazil,BRA,1968,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1782
Brazil,BRA,1967,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1966,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1782
Brazil,BRA,1965,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1782
Brazil,BRA,1964,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1782
Brazil,BRA,1963,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1782
Brazil,BRA,1962,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1961,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1782
Brazil,BRA,2023,Cereal yield (kg per hectare),AG.YLD.CREL.KG,5336.3
Brazil,BRA,2022,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4907.4
Brazil,BRA,2021,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4479
Brazil,BRA,2020,Cereal yield (kg per hectare),AG.YLD.CREL.KG,5255.3
Brazil,BRA,2019,Cereal yield (kg per hectare),AG.YLD.CREL.KG,5321.3
Brazil,BRA,2018,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4806.5
Brazil,BRA,2017,Cereal yield (kg per hectare),AG.YLD.CREL.KG,5209.6
Brazil,BRA,2016,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4181.7
Brazil,BRA,2015,Cereal yield (kg per hectare),AG.YLD.CREL.KG,5000.6
Brazil,BRA,2014,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4640.4
Brazil,BRA,2013,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4826.4
Brazil,BRA,2012,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4584.5
Brazil,BRA,2011,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4037.5
Brazil,BRA,2010,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4040.6
Brazil,BRA,2009,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3532.1
Brazil,BRA,2008,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3831.3
Brazil,BRA,2007,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3553.1
Brazil,BRA,2006,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3210.5
Brazil,BRA,2005,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2882.6
Brazil,BRA,2004,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3131.8
Brazil,BRA,2003,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3385.4
Brazil,BRA,2002,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2844.8
Brazil,BRA,2001,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3147.6
Brazil,BRA,2000,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2643.3
Brazil,BRA,1999,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2732
Brazil,BRA,1998,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2580.4
Brazil,BRA,1997,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2521.8
Brazil,BRA,1996,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2422.2
Brazil,BRA,1995,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2513.1
Brazil,BRA,1994,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2285
Brazil,BRA,1993,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2354.6
Brazil,BRA,1992,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2142.5
Brazil,BRA,1991,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1850.7
Brazil,BRA,1990,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1755.1
Brazil,BRA,1989,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1999.7
Brazil,BRA,1988,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1858.8
Brazil,BRA,1987,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1882.1
Brazil,BRA,1986,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1664.7
Brazil,BRA,1985,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1827.8
Brazil,BRA,1984,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1677.3
Brazil,BRA,1983,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1614.6
Brazil,BRA,1982,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1544.8
Brazil,BRA,1981,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1611.1
Brazil,BRA,1980,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1575.7
Brazil,BRA,1979,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1301.3
Brazil,BRA,1978,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1210.1
Brazil,BRA,1977,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1452.5
Brazil,BRA,1976,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1444.6
Brazil,BRA,1975,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1358.8
Brazil,BRA,1974,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1455.8
Brazil,BRA,1973,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1411.7
Brazil,BRA,1972,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1299.7
Brazil,BRA,1971,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1290.8
Brazil,BRA,1970,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1408.8
Brazil,BRA,1969,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1302.8
Brazil,BRA,1968,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1350.5
Brazil,BRA,1967,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1402.2
Brazil,BRA,1966,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1321.3
Brazil,BRA,1965,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1428.3
Brazil,BRA,1964,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1256.4
Brazil,BRA,1963,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1322.4
Brazil,BRA,1962,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1381.5
Brazil,BRA,1961,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1346.3
Brazil,BRA,2024,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.26093198121488
Brazil,BRA,2023,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.8497546823908
Brazil,BRA,2022,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.8221961533297
Brazil,BRA,2021,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.77979084938159
Brazil,BRA,2020,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.59263795310275
Brazil,BRA,2019,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.692673213156
Brazil,BRA,2018,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,4.07858821454947
Brazil,BRA,2017,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.33825981739039
Brazil,BRA,2016,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,4.13737803865892
Brazil,BRA,2015,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.59214931791344
Brazil,BRA,2014,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.57135266957477
Brazil,BRA,2013,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.04150901624338
Brazil,BRA,2012,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.75496285641218
Brazil,BRA,2011,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.91518011405433
Brazil,BRA,2010,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.73001288350945
Brazil,BRA,2009,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.88848224095724
Brazil,BRA,2008,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.99060946922903
Brazil,BRA,2007,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.19082601308524
Brazil,BRA,2006,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.753125703626
Brazil,BRA,2005,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.73389354602718
Brazil,BRA,2004,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.71353166307823
Brazil,BRA,2003,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.81340052439304
Brazil,BRA,2002,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.25358061271527
Brazil,BRA,2001,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,4.14759377398385
Brazil,BRA,2000,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,5.03391680528314
Brazil,BRA,1999,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,4.73377022686194
Brazil,BRA,1998,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.34088809328503
Brazil,BRA,1997,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.15045305915354
Brazil,BRA,1996,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.47596541135756
Brazil,BRA,1995,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.631586020354494
Brazil,BRA,1994,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.584731354072149
Brazil,BRA,1993,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.350808564777038
Brazil,BRA,1992,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.62798622938011
Brazil,BRA,1991,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.32201174402017
Brazil,BRA,1990,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.256909930150916
Brazil,BRA,1989,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.273855965905703
Brazil,BRA,1988,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.910738734536583
Brazil,BRA,1987,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.412991260987785
Brazil,BRA,1986,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.134512965266612
Brazil,BRA,1985,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.683327514048415
Brazil,BRA,1984,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.846341838863818
Brazil,BRA,1983,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.848375851273491
Brazil,BRA,1982,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.07255754578395
Brazil,BRA,1981,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.976686740403903
Brazil,BRA,1980,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.804992588829738
Brazil,BRA,1979,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.09289763404408
Brazil,BRA,1978,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.00160453389634
Brazil,BRA,1977,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.03944503129257
Brazil,BRA,1976,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.0152188208109
Brazil,BRA,1975,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.00771220853274
Brazil,BRA,1974,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.10014598451496
Brazil,BRA,1973,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.41245107614379
Brazil,BRA,1972,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.787030229370392
Brazil,BRA,1971,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.918767247020645
Brazil,BRA,1970,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.925399503632341
Brazil,BRA,2023,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8
Brazil,BRA,2022,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Brazil,BRA,2021,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.5
Brazil,BRA,2020,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7
Brazil,BRA,2019,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8
Brazil,BRA,2018,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7
Brazil,BRA,2017,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8
Brazil,BRA,2016,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7
Brazil,BRA,2015,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7
Brazil,BRA,2014,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7
Brazil,BRA,2013,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.6
Brazil,BRA,2012,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.5
Brazil,BRA,2011,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.3
Brazil,BRA,2010,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.6
Brazil,BRA,2009,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.9
Brazil,BRA,2008,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.5
Brazil,BRA,2007,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.1
Brazil,BRA,2006,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.6
Brazil,BRA,2005,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.1
Brazil,BRA,2004,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.8
Brazil,BRA,2003,Access to electricity (% of population),EG.ELC.ACCS.ZS,97
Brazil,BRA,2002,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.7
Brazil,BRA,2001,Access to electricity (% of population),EG.ELC.ACCS.ZS,96
Brazil,BRA,2000,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.4
Brazil,BRA,1999,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.76296
Brazil,BRA,1998,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.193812
Brazil,BRA,1997,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.354139
Brazil,BRA,1996,Access to electricity (% of population),EG.ELC.ACCS.ZS,92.867095
Brazil,BRA,1995,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.728598
Brazil,BRA,1994,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.8837280273438
Brazil,BRA,1993,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.999927
Brazil,BRA,1992,Access to electricity (% of population),EG.ELC.ACCS.ZS,88.803833
Brazil,BRA,1991,Access to electricity (% of population),EG.ELC.ACCS.ZS,90.6065444946289
Brazil,BRA,1990,Access to electricity (% of population),EG.ELC.ACCS.ZS,87.475116
Brazil,BRA,2023,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,1.98997733169775
Brazil,BRA,2022,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.10121189126786
Brazil,BRA,2021,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,3.66646395644626
Brazil,BRA,2020,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.7894408712967
Brazil,BRA,2019,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,3.36618054063618
Brazil,BRA,2018,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,3.36411381366693
Brazil,BRA,2017,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,3.76477146416734
Brazil,BRA,2016,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,4.32743314373327
Brazil,BRA,2015,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,4.58447641180492
Brazil,BRA,2014,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,4.42125529973703
Brazil,BRA,2013,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,3.75518097954236
Brazil,BRA,2012,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.54145086630908
Brazil,BRA,2011,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.32794302660802
Brazil,BRA,2010,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.19850963617361
Brazil,BRA,2009,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.09859671630328
Brazil,BRA,2008,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.60782996844949
Brazil,BRA,2007,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.26846412533388
Brazil,BRA,2006,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.50395266814042
Brazil,BRA,2005,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.66529043527453
Brazil,BRA,2004,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.73116997416461
Brazil,BRA,2003,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.49575258207329
Brazil,BRA,2002,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.66264743064937
Brazil,BRA,2001,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,3.39809076186881
Brazil,BRA,2000,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,3.15439511621908
Brazil,BRA,1999,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.93741560009082
Brazil,BRA,1998,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.19302062483683
Brazil,BRA,1997,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.39786740783552
Brazil,BRA,1996,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.09284600965401
Brazil,BRA,1995,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.00362117699138
Brazil,BRA,1994,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,1.93431035875112
Brazil,BRA,1993,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,1.98590341937327
Brazil,BRA,1992,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.10977446097331
Brazil,BRA,1991,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.42557930172329
Brazil,BRA,1990,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.13355114643593
Brazil,BRA,2023,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,60.2032798376475
Brazil,BRA,2022,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,63.0545151770595
Brazil,BRA,2021,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,55.2984336444097
Brazil,BRA,2020,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,63.0413000744317
Brazil,BRA,2019,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,62.8525888106762
Brazil,BRA,2018,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,64.0594661093572
Brazil,BRA,2017,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,62.2770638073522
Brazil,BRA,2016,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,65.1811809961875
Brazil,BRA,2015,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,61.3371503202893
Brazil,BRA,2014,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,62.6306485804755
Brazil,BRA,2013,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,68.4943889509808
Brazil,BRA,2012,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,75.1884953140925
Brazil,BRA,2011,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,80.5505146147582
Brazil,BRA,2010,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,78.2002780616351
Brazil,BRA,2009,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,83.8812239740325
Brazil,BRA,2008,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,79.8061619592845
Brazil,BRA,2007,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,84.0205595005695
Brazil,BRA,2006,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,83.1801152772114
Brazil,BRA,2005,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,83.729372036533
Brazil,BRA,2004,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,82.7963649784619
Brazil,BRA,2003,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,83.8823183902904
Brazil,BRA,2002,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,82.7642469284377
Brazil,BRA,2001,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,81.5432196476189
Brazil,BRA,2000,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,87.2439884210828
Brazil,BRA,1999,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,87.5368969514454
Brazil,BRA,1998,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,90.5892188918035
Brazil,BRA,1997,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,90.5806183478255
Brazil,BRA,1996,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,91.2423869979882
Brazil,BRA,1995,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,92.127749899311
Brazil,BRA,1994,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,93.3333589703162
Brazil,BRA,1993,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,93.2886465377655
Brazil,BRA,1992,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,92.3928151837572
Brazil,BRA,1991,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,92.9195270867022
Brazil,BRA,1990,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,92.7686349132263
Brazil,BRA,2023,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,5.45339430974737
Brazil,BRA,2022,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,6.21668184790905
Brazil,BRA,2021,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,13.2534380720277
Brazil,BRA,2020,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,9.45982912507714
Brazil,BRA,2019,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,10.3580861631008
Brazil,BRA,2018,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,9.75999789197352
Brazil,BRA,2017,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,11.8403422580569
Brazil,BRA,2016,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,10.3631491406394
Brazil,BRA,2015,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,14.0835224492371
Brazil,BRA,2014,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,14.057049321097
Brazil,BRA,2013,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,12.0878427855188
Brazil,BRA,2012,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,8.46486519756481
Brazil,BRA,2011,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,4.71926086539528
Brazil,BRA,2010,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,7.07273231429109
Brazil,BRA,2009,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,2.86020153565276
Brazil,BRA,2008,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,6.21465144352761
Brazil,BRA,2007,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,3.48109725551335
Brazil,BRA,2006,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,4.35401598237217
Brazil,BRA,2005,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,4.66760786337595
Brazil,BRA,2004,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,4.9719578890859
Brazil,BRA,2003,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,3.59829719025413
Brazil,BRA,2002,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,3.58896175843504
Brazil,BRA,2001,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,3.02001777734484
Brazil,BRA,2000,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,1.16591671204609
Brazil,BRA,1999,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0.792612244410187
Brazil,BRA,1998,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0.410569762671407
Brazil,BRA,1997,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0.382165191472229
Brazil,BRA,1996,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0.334388453642225
Brazil,BRA,1995,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0.20319229610923
Brazil,BRA,1994,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0.18420172203614
Brazil,BRA,1993,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0.15398291900816
Brazil,BRA,1992,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0.16133569407443
Brazil,BRA,1991,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0.1591453086267
Brazil,BRA,1990,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0.146305779078274
Brazil,BRA,2023,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2.04961588250923
Brazil,BRA,2022,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2.14933913616024
Brazil,BRA,2021,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2.24109103822688
